#EXPORTTYPE:                 ;DATA ALL
#FILE:                       ;PMMA_DE_6mm_30Kmin_05.ngb-ds3
#FORMAT:                     ;NETZSCH5
#FTYPE:                      ;ANSI
#IDENTITY:                   ;PMMA_DE_600_30Kmin
#DECIMAL:                    ;POINT
#SEPARATOR:                  ;SEMICOLON
#MTYPE:                      ;DSC
#INSTRUMENT:                 ;NETZSCH STA 449F3
#PROJECT:                    ;
#DATE/TIME:                  ;13.02.2025 1:54:33 (UTC+1)
#CORR. FILE:                 ;Correction for method PMMA_30Kmin_correct
#TEMPCAL:                    ;06-01-2021 09:50
#SENSITIVITY:                ;06-01-2021 10:22
#LABORATORY:                 ;TUPO
#OPERATOR:                   ;
#REMARK:                     ;PMMA_DE_600_30Kmin powder
#SAMPLE:                     ;PMMA_DE_600_30Kmin
#SAMPLE MASS /mg:            ;8.5613
#MATERIAL:                   ;
#REFERENCE:                  ;-----
#REFERENCE MASS /mg:         ;0
#TYPE OF CRUCIBLE:           ;Al2O3 85 �l, open
#SAMPLE CRUCIBLE MASS /mg:   ;134.8350
#REFERENCE CRUCIBLE MASS /mg:;132.95
#DSC RANGE /�V:              ;5000
#TG RANGE /mg:               ;35000
#TAU-R:                      ;---
#CORR. CODE:                 ;020
#EXO:                        ;-1
#RANGE:                      ;30�C/30.0(K/min)/700�C
#SEGMENT:                    ;S2/3
#SEG. 2:                     ;30�C/30.0(K/min)/700�C

##Temp./�C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW)
 30.00200;10.11333; 1.718000e-04;100.00899;50.00000;20.00000;5.70588
 30.00500;10.12000; 1.874186e-04;100.01682;50.00000;20.00000;5.70587
 30.00500;10.12667; 1.561822e-04;100.01682;50.00000;20.00000;5.70587
 30.00600;10.13333; 1.874187e-04;100.01682;50.00000;20.00000;5.70587
 30.00700;10.14000; 2.498915e-04;100.01682;50.00000;20.00000;5.70586
 30.00900;10.14667; 3.748375e-04;100.02079;50.00000;20.00000;5.70586
 30.01100;10.15333; 4.529292e-04;100.02990;50.00000;20.00000;5.70585
 30.01100;10.16000; 5.778750e-04;100.02605;50.00000;20.00000;5.70585
 30.01600;10.16667; 7.340597e-04;100.01425;50.00000;20.00000;5.70583
 30.01600;10.17333; 7.809145e-04;100.02208;50.00000;20.00000;5.70583
 30.01800;10.18000; 7.340607e-04;100.02862;50.00000;20.00000;5.70582
 30.02300;10.18667; 8.121549e-04;100.01425;50.00000;20.00000;5.70580
 30.02500;10.19333; 9.371030e-04;100.01565;50.00000;20.00000;5.70579
 30.02700;10.20000; 9.995779e-04;100.02605;50.00000;20.00000;5.70579
 30.03200;10.20667; 1.046437e-03;100.01297;50.00000;20.00000;5.70577
 30.03500;10.21333; 1.108913e-03;100.01425;50.00000;20.00000;5.70576
 30.04000;10.22000; 1.280720e-03;100.02593;50.00000;20.00000;5.70574
 30.04200;10.22667; 1.358815e-03;100.01554;50.00000;20.00000;5.70573
 30.04900;10.23333; 1.546245e-03;100.02079;50.00000;20.00000;5.70570
 30.05200;10.24000; 1.702434e-03;100.02079;50.00000;20.00000;5.70569
 30.05800;10.24667; 1.827391e-03;100.01554;50.00000;20.00000;5.70567
 30.06700;10.25333; 1.936735e-03;100.03504;50.00000;20.00000;5.70563
 30.07100;10.26000; 2.155404e-03;100.02336;50.00000;20.00000;5.70562
 30.07900;10.26667; 2.530270e-03;100.03247;50.00000;20.00000;5.70559
 30.08300;10.27333; 2.733324e-03;100.03247;50.00000;20.00000;5.70557
 30.09000;10.28000; 2.748956e-03;100.02208;50.00000;20.00000;5.70554
 30.09900;10.28667; 3.014498e-03;100.04298;50.00000;20.00000;5.70551
 30.10700;10.29333; 3.233184e-03;100.02862;50.00000;20.00000;5.70548
 30.11500;10.30000; 3.389395e-03;100.03773;50.00000;20.00000;5.70545
 30.12400;10.30667; 3.701804e-03;100.03644;50.00000;20.00000;5.70541
 30.13300;10.31333; 4.061075e-03;100.02593;50.00000;20.00000;5.70538
 30.14300;10.32000; 4.545311e-03;100.04684;50.00000;20.00000;5.70534
 30.15400;10.32667; 4.857740e-03;100.03387;50.00000;20.00000;5.70530
 30.16500;10.33333; 5.138933e-03;100.03773;50.00000;20.00000;5.70525
 30.17700;10.34000; 5.498235e-03;100.03130;50.00000;20.00000;5.70521
 30.19000;10.34667; 5.841926e-03;100.04041;50.00000;20.00000;5.70516
 30.19900;10.35333; 6.169987e-03;100.03259;50.00000;20.00000;5.70512
 30.21200;10.36000; 6.451208e-03;100.04298;50.00000;20.00000;5.70507
 30.22800;10.36667; 6.826170e-03;100.03644;50.00000;20.00000;5.70501
 30.24100;10.37333; 7.294850e-03;100.04812;50.00000;20.00000;5.70496
 30.25600;10.38000; 7.701065e-03;100.04158;50.00000;20.00000;5.70490
 30.27000;10.38667; 8.185388e-03;100.05466;50.00000;20.00000;5.70485
 30.28400;10.39333; 8.747826e-03;100.04555;50.00000;20.00000;5.70479
 30.30200;10.40000; 9.216572e-03;100.05478;50.00000;20.00000;5.70472
 30.31900;10.40667; 9.700945e-03;100.04696;50.00000;20.00000;5.70466
 30.33600;10.41333; 1.015409e-02;100.05735;50.00000;20.00000;5.70459
 30.35700;10.42000; 1.063851e-02;100.05081;50.00000;20.00000;5.70451
 30.37600;10.42667; 1.121666e-02;100.06261;50.00000;20.00000;5.70444
 30.39500;10.43333; 1.173234e-02;100.05607;50.00000;20.00000;5.70436
 30.41500;10.44000; 1.224804e-02;100.06775;50.00000;20.00000;5.70429
 30.43700;10.44667; 1.290438e-02;100.05992;50.00000;20.00000;5.70420
 30.45800;10.45333; 1.362322e-02;100.07300;50.00000;20.00000;5.70412
 30.48500;10.46000; 1.434214e-02;100.06518;50.00000;20.00000;5.70402
 30.50900;10.46667; 1.506105e-02;100.07686;50.00000;20.00000;5.70392
 30.53300;10.47333; 1.582686e-02;100.06786;50.00000;20.00000;5.70383
 30.55500;10.48000; 1.657705e-02;100.07826;50.00000;20.00000;5.70375
 30.58000;10.48667; 1.731167e-02;100.06646;50.00000;20.00000;5.70365
 30.60700;10.49333; 1.809322e-02;100.07569;50.00000;20.00000;5.70354
 30.63600;10.50000; 1.887481e-02;100.06518;50.00000;20.00000;5.70343
 30.66800;10.50667; 1.964086e-02;100.07826;50.00000;20.00000;5.70331
 30.69200;10.51333; 2.059433e-02;100.06786;50.00000;20.00000;5.70322
 30.72300;10.52000; 2.156356e-02;100.07954;50.00000;20.00000;5.70310
 30.75700;10.52667; 2.243912e-02;100.07043;50.00000;20.00000;5.70296
 30.78800;10.53333; 2.326779e-02;100.08749;50.00000;20.00000;5.70284
 30.82000;10.54000; 2.412777e-02;100.07954;50.00000;20.00000;5.70272
 30.85500;10.54667; 2.503472e-02;100.09788;50.00000;20.00000;5.70259
 30.89000;10.55333; 2.603548e-02;100.08866;50.00000;20.00000;5.70245
 30.92400;10.56000; 2.705189e-02;100.10431;50.00000;20.00000;5.70232
 30.96100;10.56667; 2.802152e-02;100.09391;50.00000;20.00000;5.70218
 30.99600;10.57333; 2.910056e-02;100.10956;50.00000;20.00000;5.70204
 31.03500;10.58000; 3.013285e-02;100.09788;50.00000;20.00000;5.70189
 31.07500;10.58667; 3.119647e-02;100.10828;50.00000;20.00000;5.70174
 31.11500;10.59333; 3.241645e-02;100.09263;50.00000;20.00000;5.70158
 31.15600;10.60000; 3.357400e-02;100.10045;50.00000;20.00000;5.70142
 31.19800;10.60667; 3.468475e-02;100.08352;50.00000;20.00000;5.70126
 31.24000;10.61333; 3.587371e-02;100.09263;50.00000;20.00000;5.70110
 31.28300;10.62000; 3.695335e-02;100.07814;50.00000;20.00000;5.70093
 31.33200;10.62667; 3.811136e-02;100.08994;50.00000;20.00000;5.70074
 31.37900;10.63333; 3.947262e-02;100.08083;50.00000;20.00000;5.70056
 31.42600;10.64000; 4.072454e-02;100.09917;50.00000;20.00000;5.70038
 31.47500;10.64667; 4.203913e-02;100.09134;50.00000;20.00000;5.70019
 31.52100;10.65333; 4.344752e-02;100.10968;50.00000;20.00000;5.70001
 31.57500;10.66000; 4.480934e-02;100.10174;50.00000;20.00000;5.69980
 31.62600;10.66667; 4.609299e-02;100.11867;50.00000;20.00000;5.69960
 31.67800;10.67333; 4.759567e-02;100.10699;50.00000;20.00000;5.69940
 31.73500;10.68000; 4.908297e-02;100.12008;50.00000;20.00000;5.69918
 31.79100;10.68667; 5.053909e-02;100.10431;50.00000;20.00000;5.69896
 31.84700;10.69333; 5.176076e-02;100.11482;50.00000;20.00000;5.69875
 31.90500;10.70000; 5.332663e-02;100.10045;50.00000;20.00000;5.69852
 31.96500;10.70667; 5.493961e-02;100.11085;50.00000;20.00000;5.69829
 32.02700;10.71333; 5.641205e-02;100.09648;50.00000;20.00000;5.69805
 32.08800;10.72000; 5.796277e-02;100.11085;50.00000;20.00000;5.69781
 32.15000;10.72667; 5.962315e-02;100.09660;50.00000;20.00000;5.69757
 32.21500;10.73333; 6.136200e-02;100.11213;50.00000;20.00000;5.69732
 32.27700;10.74000; 6.302266e-02;100.09905;50.00000;20.00000;5.69708
 32.34300;10.74667; 6.468364e-02;100.11353;50.00000;20.00000;5.69683
 32.41200;10.75333; 6.618847e-02;100.10174;50.00000;20.00000;5.69656
 32.48300;10.76000; 6.770919e-02;100.11610;50.00000;20.00000;5.69628
 32.55100;10.76667; 6.941765e-02;100.10314;50.00000;20.00000;5.69602
 32.62400;10.77333; 7.129861e-02;100.11739;50.00000;20.00000;5.69574
 32.69500;10.78000; 7.328918e-02;100.10431;50.00000;20.00000;5.69546
 32.76800;10.78667; 7.510793e-02;100.11739;50.00000;20.00000;5.69518
 32.84600;10.79333; 7.686453e-02;100.10314;50.00000;20.00000;5.69488
 32.92300;10.80000; 7.862126e-02;100.11610;50.00000;20.00000;5.69458
 33.00100;10.80667; 8.040952e-02;100.10302;50.00000;20.00000;5.69428
 33.08100;10.81333; 8.246416e-02;100.11610;50.00000;20.00000;5.69397
 33.16000;10.82000; 8.448767e-02;100.10174;50.00000;20.00000;5.69366
 33.24200;10.82667; 8.644895e-02;100.11622;50.00000;20.00000;5.69334
 33.32600;10.83333; 8.825404e-02;100.09917;50.00000;20.00000;5.69302
 33.41100;10.84000; 9.029422e-02;100.11096;50.00000;20.00000;5.69269
 33.49700;10.84667; 9.242862e-02;100.09520;50.00000;20.00000;5.69235
 33.58700;10.85333; 9.451657e-02;100.11096;50.00000;20.00000;5.69200
 33.67300;10.86000; 9.655754e-02;100.09648;50.00000;20.00000;5.69167
 33.76300;10.86667; 9.866164e-02;100.11353;50.00000;20.00000;5.69132
 33.85600;10.87333;      0.10075;100.09917;50.00000;20.00000;5.69096
 33.94900;10.88000;      0.10279;100.11482;50.00000;20.00000;5.69060
 34.04400;10.88667;      0.10485;100.10302;50.00000;20.00000;5.69023
 34.14100;10.89333;      0.10713;100.11996;50.00000;20.00000;5.68986
 34.23700;10.90000;      0.10930;100.10699;50.00000;20.00000;5.68948
 34.33500;10.90667;      0.11153;100.12393;50.00000;20.00000;5.68910
 34.43700;10.91333;      0.11375;100.10956;50.00000;20.00000;5.68871
 34.54000;10.92000;      0.11587;100.12136;50.00000;20.00000;5.68831
 34.64600;10.92667;      0.11809;100.10699;50.00000;20.00000;5.68789
 34.74900;10.93333;      0.12035;100.11879;50.00000;20.00000;5.68749
 34.85700;10.94000;      0.12255;100.10302;50.00000;20.00000;5.68708
 34.96500;10.94667;      0.12505;100.11342;50.00000;20.00000;5.68666
 35.07200;10.95333;      0.12741;100.10034;50.00000;20.00000;5.68624
 35.18400;10.96000;      0.12965;100.11610;50.00000;20.00000;5.68580
 35.29600;10.96667;      0.13192;100.10571;50.00000;20.00000;5.68537
 35.41000;10.97333;      0.13429;100.12522;50.00000;20.00000;5.68493
 35.52500;10.98000;      0.13684;100.11482;50.00000;20.00000;5.68448
 35.64100;10.98667;      0.13928;100.14215;50.00000;20.00000;5.68403
 35.76000;10.99333;      0.14152;100.12393;50.00000;20.00000;5.68357
 35.88100;11.00000;      0.14395;100.14227;50.00000;20.00000;5.68310
 36.00200;11.00667;      0.14631;100.12907;50.00000;20.00000;5.68263
 36.12600;11.01333;      0.14860;100.14624;50.00000;20.00000;5.68214
 36.24900;11.02000;      0.15092;100.13047;50.00000;20.00000;5.68166
 36.37600;11.02667;      0.15327;100.14612;50.00000;20.00000;5.68117
 36.50200;11.03333;      0.15546;100.13176;50.00000;20.00000;5.68068
 36.63000;11.04000;      0.15803;100.14869;50.00000;20.00000;5.68018
 36.76100;11.04667;      0.16051;100.13316;50.00000;20.00000;5.67967
 36.89200;11.05333;      0.16283;100.14881;50.00000;20.00000;5.67916
 37.02700;11.06000;      0.16525;100.13444;50.00000;20.00000;5.67864
 37.16300;11.06667;      0.16766;100.15138;50.00000;20.00000;5.67811
 37.29800;11.07333;      0.17007;100.13561;50.00000;20.00000;5.67758
 37.43600;11.08000;      0.17247;100.14869;50.00000;20.00000;5.67704
 37.57500;11.08667;      0.17479;100.13176;50.00000;20.00000;5.67650
 37.71700;11.09333;      0.17715;100.14355;50.00000;20.00000;5.67595
 37.86100;11.10000;      0.17974;100.12650;50.00000;20.00000;5.67539
 38.00500;11.10667;      0.18241;100.13701;50.00000;20.00000;5.67483
 38.15000;11.11333;      0.18494;100.11996;50.00000;20.00000;5.67426
 38.29700;11.12000;      0.18727;100.12919;50.00000;20.00000;5.67369
 38.44600;11.12667;      0.18958;100.11353;50.00000;20.00000;5.67311
 38.59800;11.13333;      0.19183;100.12662;50.00000;20.00000;5.67251
 38.75000;11.14000;      0.19423;100.11225;50.00000;20.00000;5.67192
 38.90500;11.14667;      0.19679;100.12919;50.00000;20.00000;5.67132
 39.05800;11.15333;      0.19936;100.11482;50.00000;20.00000;5.67072
 39.21500;11.16000;      0.20177;100.12790;50.00000;20.00000;5.67011
 39.37200;11.16667;      0.20409;100.11482;50.00000;20.00000;5.66949
 39.52900;11.17333;      0.20658;100.12919;50.00000;20.00000;5.66888
 39.69200;11.18000;      0.20896;100.11482;50.00000;20.00000;5.66825
 39.85400;11.18667;      0.21126;100.12919;50.00000;20.00000;5.66761
 40.01900;11.19333;      0.21349;100.11225;50.00000;20.00000;5.66697
 40.18400;11.20000;      0.21589;100.12533;50.00000;20.00000;5.66632
 40.35000;11.20667;      0.21832;100.10828;50.00000;20.00000;5.66568
 40.52000;11.21333;      0.22078;100.12136;50.00000;20.00000;5.66501
 40.69200;11.22000;      0.22328;100.12919;50.00000;20.00000;5.66434
 40.85900;11.22667;      0.22555;100.12136;50.00000;20.00000;5.66369
 41.03500;11.23333;      0.22778;100.12778;50.00000;20.00000;5.66300
 41.20700;11.24000;      0.23033;100.11879;50.00000;20.00000;5.66233
 41.38300;11.24667;      0.23272;100.12393;50.00000;20.00000;5.66164
 41.56000;11.25333;      0.23500;100.11610;50.00000;20.00000;5.66095
 41.74100;11.26000;      0.23731;100.12265;50.00000;20.00000;5.66024
 41.92000;11.26667;      0.23965;100.11610;50.00000;20.00000;5.65954
 42.10300;11.27333;      0.24194;100.10302;50.00000;20.00000;5.65882
 42.28600;11.28000;      0.24416;100.12265;50.00000;20.00000;5.65810
 42.47300;11.28667;      0.24643;100.11996;50.00000;20.00000;5.65737
 42.66000;11.29333;      0.24868;100.10956;50.00000;20.00000;5.65664
 42.84300;11.30000;      0.25098;100.11739;50.00000;20.00000;5.65592
 43.03300;11.30667;      0.25325;100.11610;50.00000;20.00000;5.65518
 43.22500;11.31333;      0.25551;100.09531;50.00000;20.00000;5.65443
 43.41800;11.32000;      0.25783;100.11739;50.00000;20.00000;5.65367
 43.60900;11.32667;      0.26022;100.11867;50.00000;20.00000;5.65292
 43.80500;11.33333;      0.26248;100.11470;50.00000;20.00000;5.65215
 44.00000;11.34000;      0.26474;100.12265;50.00000;20.00000;5.65139
 44.19500;11.34667;      0.26700;100.12393;50.00000;20.00000;5.65062
 44.39600;11.35333;      0.26921;100.12265;50.00000;20.00000;5.64983
 44.59700;11.36000;      0.27143;100.12136;50.00000;20.00000;5.64905
 44.79900;11.36667;      0.27355;100.09788;50.00000;20.00000;5.64825
 45.00400;11.37333;      0.27566;100.11213;50.00000;20.00000;5.64745
 45.20700;11.38000;      0.27778;100.10828;50.00000;20.00000;5.64665
 45.41300;11.38667;      0.27987;100.09905;50.00000;20.00000;5.64584
 45.62200;11.39333;      0.28203;100.09777;50.00000;20.00000;5.64502
 45.83200;11.40000;      0.28420;100.09648;50.00000;20.00000;5.64420
 46.04100;11.40667;      0.28637;100.09788;50.00000;20.00000;5.64338
 46.25300;11.41333;      0.28836;100.10045;50.00000;20.00000;5.64254
 46.46400;11.42000;      0.29029;100.10431;50.00000;20.00000;5.64171
 46.67800;11.42667;      0.29239;100.11096;50.00000;20.00000;5.64087
 46.89500;11.43333;      0.29451;100.11213;50.00000;20.00000;5.64002
 47.11300;11.44000;      0.29635;100.11610;50.00000;20.00000;5.63916
 47.33000;11.44667;      0.29844;100.11610;50.00000;20.00000;5.63831
 47.54700;11.45333;      0.30054;100.11482;50.00000;20.00000;5.63745
 47.76900;11.46000;      0.30259;100.11342;50.00000;20.00000;5.63658
 47.99300;11.46667;      0.30458;100.10828;50.00000;20.00000;5.63570
 48.21500;11.47333;      0.30658;100.10699;50.00000;20.00000;5.63482
 48.43900;11.48000;      0.30858;100.10174;50.00000;20.00000;5.63394
 48.66500;11.48667;      0.31045;100.10174;50.00000;20.00000;5.63305
 48.89300;11.49333;      0.31229;100.10174;50.00000;20.00000;5.63215
 49.12000;11.50000;      0.31419;100.10442;50.00000;20.00000;5.63126
 49.34900;11.50667;      0.31614;100.10699;50.00000;20.00000;5.63036
 49.58100;11.51333;      0.31778;100.10828;50.00000;20.00000;5.62944
 49.81400;11.52000;      0.31971;100.10956;50.00000;20.00000;5.62852
 50.04700;11.52667;      0.32163;100.11085;50.00000;20.00000;5.62760
 50.27900;11.53333;      0.32347;100.11213;50.00000;20.00000;5.62669
 50.51800;11.54000;      0.32527;100.11225;50.00000;20.00000;5.62574
 50.75100;11.54667;      0.32713;100.10956;50.00000;20.00000;5.62482
 50.99200;11.55333;      0.32888;100.10699;50.00000;20.00000;5.62387
 51.23200;11.56000;      0.33070;100.10174;50.00000;20.00000;5.62293
 51.47300;11.56667;      0.33243;100.09788;50.00000;20.00000;5.62197
 51.71100;11.57333;      0.33407;100.09263;50.00000;20.00000;5.62103
 51.95600;11.58000;      0.33583;100.09263;50.00000;20.00000;5.62007
 52.20200;11.58667;      0.33750;100.08994;50.00000;20.00000;5.61909
 52.44500;11.59333;      0.33923;100.08994;50.00000;20.00000;5.61813
 52.69300;11.60000;      0.34094;100.09006;50.00000;20.00000;5.61715
 52.93900;11.60667;      0.34263;100.08877;50.00000;20.00000;5.61618
 53.18400;11.61333;      0.34424;100.08737;50.00000;20.00000;5.61521
 53.43500;11.62000;      0.34575;100.08468;50.00000;20.00000;5.61422
 53.68700;11.62667;      0.34740;100.07826;50.00000;20.00000;5.61322
 53.93900;11.63333;      0.34898;100.07569;50.00000;20.00000;5.61222
 54.19100;11.64000;      0.35044;100.06915;50.00000;20.00000;5.61122
 54.44500;11.64667;      0.35200;100.06646;50.00000;20.00000;5.61022
 54.70300;11.65333;      0.35356;100.06261;50.00000;20.00000;5.60920
 54.95700;11.66000;      0.35502;100.06249;50.00000;20.00000;5.60819
 55.21600;11.66667;      0.35640;100.06004;50.00000;20.00000;5.60716
 55.47100;11.67333;      0.35780;100.06004;50.00000;20.00000;5.60615
 55.73200;11.68000;      0.35941;100.06261;50.00000;20.00000;5.60512
 55.99300;11.68667;      0.36073;100.06389;50.00000;20.00000;5.60408
 56.25400;11.69333;      0.36212;100.06646;50.00000;20.00000;5.60305
 56.51700;11.70000;      0.36349;100.06903;50.00000;20.00000;5.60200
 56.77900;11.70667;      0.36490;100.07300;50.00000;20.00000;5.60096
 57.04100;11.71333;      0.36630;100.07557;50.00000;20.00000;5.59992
 57.30600;11.72000;      0.36771;100.07954;50.00000;20.00000;5.59887
 57.57300;11.72667;      0.36908;100.07954;50.00000;20.00000;5.59781
 57.84000;11.73333;      0.37031;100.07954;50.00000;20.00000;5.59675
 58.10700;11.74000;      0.37158;100.07686;50.00000;20.00000;5.59569
 58.37600;11.74667;      0.37291;100.07429;50.00000;20.00000;5.59462
 58.64800;11.75333;      0.37414;100.07172;50.00000;20.00000;5.59354
 58.91900;11.76000;      0.37543;100.06903;50.00000;20.00000;5.59246
 59.19000;11.76667;      0.37671;100.06786;50.00000;20.00000;5.59138
 59.46100;11.77333;      0.37803;100.06518;50.00000;20.00000;5.59030
 59.73400;11.78000;      0.37926;100.06518;50.00000;20.00000;5.58922
 60.00800;11.78667;      0.38047;100.06389;50.00000;20.00000;5.58813
 60.28400;11.79333;      0.38171;100.06389;50.00000;20.00000;5.58703
 60.56000;11.80000;      0.38284;100.05992;50.00000;20.00000;5.58593
 60.84000;11.80667;      0.38398;100.05607;50.00000;20.00000;5.58481
 61.11600;11.81333;      0.38502;100.04953;50.00000;20.00000;5.58371
 61.39400;11.82000;      0.38605;100.04555;50.00000;20.00000;5.58261
 61.67500;11.82667;      0.38715;100.03516;50.00000;20.00000;5.58149
 61.95300;11.83333;      0.38815;100.02990;50.00000;20.00000;5.58038
 62.23300;11.84000;      0.38890;100.01951;50.00000;20.00000;5.57926
 62.51400;11.84667;      0.38989;100.01682;50.00000;20.00000;5.57814
 62.79700;11.85333;      0.39091;100.01425;50.00000;20.00000;5.57701
 63.08200;11.86000;      0.39193;100.01425;50.00000;20.00000;5.57587
 63.36800;11.86667;      0.39304;100.01425;50.00000;20.00000;5.57473
 63.65100;11.87333;      0.39393;100.01939;50.00000;20.00000;5.57360
 63.93700;11.88000;      0.39470;100.02208;50.00000;20.00000;5.57246
 64.22400;11.88667;      0.39557;100.01939;50.00000;20.00000;5.57131
 64.50700;11.89333;      0.39651;100.03119;50.00000;20.00000;5.57018
 64.79600;11.90000;      0.39742;100.01951;50.00000;20.00000;5.56903
 65.08300;11.90667;      0.39819;100.03901;50.00000;20.00000;5.56788
 65.37200;11.91333;      0.39903;100.02733;50.00000;20.00000;5.56672
 65.66200;11.92000;      0.40003;100.03516;50.00000;20.00000;5.56556
 65.95300;11.92667;      0.40081;100.02733;50.00000;20.00000;5.56440
 66.24100;11.93333;      0.40163;100.01810;50.00000;20.00000;5.56325
 66.53400;11.94000;      0.40262;100.01810;50.00000;20.00000;5.56207
 66.82800;11.94667;      0.40347;100.02079;50.00000;20.00000;5.56090
 67.12200;11.95333;      0.40421;100.02208;50.00000;20.00000;5.55972
 67.41200;11.96000;      0.40513;100.02208;50.00000;20.00000;5.55856
 67.70800;11.96667;      0.40603;100.02336;50.00000;20.00000;5.55737
 68.00200;11.97333;      0.40673;100.02465;50.00000;20.00000;5.55620
 68.29600;11.98000;      0.40733;100.02990;50.00000;20.00000;5.55502
 68.59200;11.98667;      0.40799;100.03247;50.00000;20.00000;5.55383
 68.88800;11.99333;      0.40890;100.03516;50.00000;20.00000;5.55264
 69.18600;12.00000;      0.40957;100.03773;50.00000;20.00000;5.55145
 69.48300;12.00667;      0.41020;100.03773;50.00000;20.00000;5.55026
 69.78200;12.01333;      0.41085;100.03913;50.00000;20.00000;5.54906
 70.08100;12.02000;      0.41152;100.03516;50.00000;20.00000;5.54786
 70.37800;12.02667;      0.41235;100.03119;50.00000;20.00000;5.54666
 70.68100;12.03333;      0.41314;100.03644;50.00000;20.00000;5.54545
 70.97900;12.04000;      0.41384;100.02476;50.00000;20.00000;5.54425
 71.28100;12.04667;      0.41440;100.02862;50.00000;20.00000;5.54304
 71.58300;12.05333;      0.41496;100.02348;50.00000;20.00000;5.54182
 71.87900;12.06000;      0.41559;100.01156;50.00000;20.00000;5.54063
 72.18400;12.06667;      0.41612;100.02733;50.00000;20.00000;5.53941
 72.48700;12.07333;      0.41673;100.01822;50.00000;20.00000;5.53819
 72.79100;12.08000;      0.41735;100.02348;50.00000;20.00000;5.53697
 73.09200;12.08667;      0.41799;100.02733;50.00000;20.00000;5.53576
 73.39500;12.09333;      0.41868;100.02079;50.00000;20.00000;5.53454
 73.70000;12.10000;      0.41932;100.02605;50.00000;20.00000;5.53331
 74.00600;12.10667;      0.41983;100.01682;50.00000;20.00000;5.53208
 74.31200;12.11333;      0.42015;100.00642;50.00000;20.00000;5.53085
 74.61500;12.12000;      0.42079;100.00899;50.00000;20.00000;5.52963
