#EXPORTTYPE:                 ;DATA ALL
#FILE:                       ;PMMA_DE_6mm_30Kmin_03.ngb-ds3
#FORMAT:                     ;NETZSCH5
#FTYPE:                      ;ANSI
#IDENTITY:                   ;PMMA_DE_600_30Kmin
#DECIMAL:                    ;POINT
#SEPARATOR:                  ;SEMICOLON
#MTYPE:                      ;DSC
#INSTRUMENT:                 ;NETZSCH STA 449F3
#PROJECT:                    ;
#DATE/TIME:                  ;12.02.2025 20:32:36 (UTC+1)
#CORR. FILE:                 ;Correction for method PMMA_30Kmin_correct
#TEMPCAL:                    ;06-01-2021 09:50
#SENSITIVITY:                ;06-01-2021 10:22
#LABORATORY:                 ;TUPO
#OPERATOR:                   ;
#REMARK:                     ;PMMA_DE_600_30Kmin powder
#SAMPLE:                     ;PMMA_DE_600_30Kmin
#SAMPLE MASS /mg:            ;8.6393
#MATERIAL:                   ;
#REFERENCE:                  ;-----
#REFERENCE MASS /mg:         ;0
#TYPE OF CRUCIBLE:           ;Al2O3 85 �l, open
#SAMPLE CRUCIBLE MASS /mg:   ;136.7307
#REFERENCE CRUCIBLE MASS /mg:;132.95
#DSC RANGE /�V:              ;5000
#TG RANGE /mg:               ;35000
#TAU-R:                      ;---
#CORR. CODE:                 ;020
#EXO:                        ;-1
#RANGE:                      ;30�C/30.0(K/min)/700�C
#SEGMENT:                    ;S2/3
#SEG. 2:                     ;30�C/30.0(K/min)/700�C

##Temp./�C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW)
 38.43100;11.12750;      0.18594;100.08924;50.00000;20.00000;5.67317
 38.58100;11.13417;      0.18837;100.08924;50.00000;20.00000;5.67258
 38.73200;11.14083;      0.19082;100.09063;50.00000;20.00000;5.67199
 38.88700;11.14750;      0.19324;100.09191;50.00000;20.00000;5.67139
 39.04400;11.15417;      0.19578;100.09191;50.00000;20.00000;5.67077
 39.20000;11.16083;      0.19828;100.09318;50.00000;20.00000;5.67017
 39.35700;11.16750;      0.20079;100.09445;50.00000;20.00000;5.66955
 39.51500;11.17417;      0.20325;100.09573;50.00000;20.00000;5.66894
 39.67600;11.18083;      0.20565;100.09573;50.00000;20.00000;5.66831
 39.84000;11.18750;      0.20811;100.09573;50.00000;20.00000;5.66767
 40.00200;11.19417;      0.21048;100.09318;50.00000;20.00000;5.66704
 40.16600;11.20083;      0.21297;100.09063;50.00000;20.00000;5.66639
 40.33400;11.20750;      0.21542;100.08542;50.00000;20.00000;5.66574
 40.50300;11.21417;      0.21807;100.08276;50.00000;20.00000;5.66508
 40.67500;11.22083;      0.22068;100.10221;50.00000;20.00000;5.66441
 40.84700;11.22750;      0.22306;100.08021;50.00000;20.00000;5.66373
 41.01800;11.23417;      0.22540;100.10093;50.00000;20.00000;5.66307
 41.19300;11.24083;      0.22795;100.08021;50.00000;20.00000;5.66238
 41.36800;11.24750;      0.23043;100.10093;50.00000;20.00000;5.66170
 41.54400;11.25417;      0.23289;100.08415;50.00000;20.00000;5.66101
 41.72600;11.26083;      0.23538;100.10475;50.00000;20.00000;5.66030
 41.90600;11.26750;      0.23786;100.08670;50.00000;20.00000;5.65959
 42.08700;11.27417;      0.24040;100.08670;50.00000;20.00000;5.65888
 42.27200;11.28083;      0.24279;100.09306;50.00000;20.00000;5.65816
 42.45600;11.28750;      0.24516;100.10475;50.00000;20.00000;5.65744
 42.63900;11.29417;      0.24751;100.08149;50.00000;20.00000;5.65672
 42.83200;11.30083;      0.24993;100.10093;50.00000;20.00000;5.65597
 43.01800;11.30750;      0.25241;100.08658;50.00000;20.00000;5.65524
 43.21100;11.31417;      0.25491;100.07894;50.00000;20.00000;5.65448
 43.40200;11.32083;      0.25741;100.08670;50.00000;20.00000;5.65373
 43.59600;11.32750;      0.25987;100.10093;50.00000;20.00000;5.65297
 43.78900;11.33417;      0.26220;100.08276;50.00000;20.00000;5.65222
 43.98800;11.34083;      0.26455;100.10487;50.00000;20.00000;5.65144
 44.18700;11.34750;      0.26695;100.09318;50.00000;20.00000;5.65066
 44.38400;11.35417;      0.26934;100.10614;50.00000;20.00000;5.64988
 44.58500;11.36083;      0.27173;100.09191;50.00000;20.00000;5.64909
 44.78900;11.36750;      0.27406;100.08021;50.00000;20.00000;5.64829
 44.99300;11.37417;      0.27654;100.08403;50.00000;20.00000;5.64749
 45.19700;11.38083;      0.27897;100.09179;50.00000;20.00000;5.64669
 45.40100;11.38750;      0.28128;100.07246;50.00000;20.00000;5.64589
 45.61000;11.39417;      0.28348;100.08276;50.00000;20.00000;5.64507
 45.81700;11.40083;      0.28585;100.06852;50.00000;20.00000;5.64426
 46.02900;11.40750;      0.28827;100.08160;50.00000;20.00000;5.64342
 46.24100;11.41417;      0.29059;100.06864;50.00000;20.00000;5.64259
 46.45100;11.42083;      0.29287;100.08149;50.00000;20.00000;5.64176
 46.66900;11.42750;      0.29515;100.07246;50.00000;20.00000;5.64091
 46.88400;11.43417;      0.29740;100.08403;50.00000;20.00000;5.64006
 47.10000;11.44083;      0.29972;100.07373;50.00000;20.00000;5.63921
 47.31600;11.44750;      0.30208;100.08670;50.00000;20.00000;5.63836
 47.53700;11.45417;      0.30448;100.07501;50.00000;20.00000;5.63749
 47.76000;11.46083;      0.30681;100.08658;50.00000;20.00000;5.63662
 47.98300;11.46750;      0.30897;100.07373;50.00000;20.00000;5.63574
 48.20700;11.47417;      0.31119;100.08670;50.00000;20.00000;5.63486
 48.43200;11.48083;      0.31346;100.07373;50.00000;20.00000;5.63397
 48.66300;11.48750;      0.31555;100.08658;50.00000;20.00000;5.63306
 48.88600;11.49417;      0.31757;100.07755;50.00000;20.00000;5.63218
 49.11500;11.50083;      0.31968;100.08924;50.00000;20.00000;5.63128
 49.34300;11.50750;      0.32190;100.07767;50.00000;20.00000;5.63038
 49.57400;11.51417;      0.32421;100.08797;50.00000;20.00000;5.62947
 49.80700;11.52083;      0.32642;100.07628;50.00000;20.00000;5.62855
 50.04000;11.52750;      0.32858;100.08542;50.00000;20.00000;5.62763
 50.27600;11.53417;      0.33052;100.07373;50.00000;20.00000;5.62670
 50.51500;11.54083;      0.33257;100.08415;50.00000;20.00000;5.62576
 50.74800;11.54750;      0.33466;100.07107;50.00000;20.00000;5.62484
 50.98600;11.55417;      0.33678;100.07894;50.00000;20.00000;5.62390
 51.22600;11.56083;      0.33892;100.06332;50.00000;20.00000;5.62295
 51.46800;11.56750;      0.34100;100.07246;50.00000;20.00000;5.62199
 51.71100;11.57417;      0.34307;100.05822;50.00000;20.00000;5.62103
 51.95400;11.58083;      0.34524;100.06864;50.00000;20.00000;5.62007
 52.19700;11.58750;      0.34731;100.05683;50.00000;20.00000;5.61911
 52.44400;11.59417;      0.34926;100.06852;50.00000;20.00000;5.61814
 52.68800;11.60083;      0.35108;100.05822;50.00000;20.00000;5.61717
 52.94000;11.60750;      0.35295;100.06991;50.00000;20.00000;5.61617
 53.18600;11.61417;      0.35494;100.06077;50.00000;20.00000;5.61520
 53.43700;11.62083;      0.35689;100.07107;50.00000;20.00000;5.61421
 53.69000;11.62750;      0.35881;100.05822;50.00000;20.00000;5.61321
 53.93800;11.63417;      0.36070;100.06725;50.00000;20.00000;5.61222
 54.19000;11.64083;      0.36262;100.05301;50.00000;20.00000;5.61123
 54.44600;11.64750;      0.36472;100.06077;50.00000;20.00000;5.61021
 54.70100;11.65417;      0.36655;100.04792;50.00000;20.00000;5.60920
 54.96100;11.66083;      0.36841;100.05683;50.00000;20.00000;5.60817
 55.21800;11.66750;      0.37021;100.04526;50.00000;20.00000;5.60715
 55.47700;11.67417;      0.37196;100.05174;50.00000;20.00000;5.60613
 55.73600;11.68083;      0.37380;100.04005;50.00000;20.00000;5.60510
 55.99700;11.68750;      0.37561;100.04780;50.00000;20.00000;5.60407
 56.25700;11.69417;      0.37731;100.03750;50.00000;20.00000;5.60303
 56.52200;11.70083;      0.37892;100.04653;50.00000;20.00000;5.60198
 56.78400;11.70750;      0.38070;100.03750;50.00000;20.00000;5.60094
 57.04600;11.71417;      0.38255;100.04653;50.00000;20.00000;5.59990
 57.31300;11.72083;      0.38428;100.03750;50.00000;20.00000;5.59884
 57.57800;11.72750;      0.38582;100.04537;50.00000;20.00000;5.59779
 57.84600;11.73417;      0.38758;100.03750;50.00000;20.00000;5.59672
 58.11500;11.74083;      0.38928;100.04653;50.00000;20.00000;5.59566
 58.38500;11.74750;      0.39090;100.03623;50.00000;20.00000;5.59458
 58.65600;11.75417;      0.39263;100.04398;50.00000;20.00000;5.59350
 58.92500;11.76083;      0.39432;100.03357;50.00000;20.00000;5.59244
 59.19700;11.76750;      0.39604;100.04271;50.00000;20.00000;5.59135
 59.47200;11.77417;      0.39768;100.03368;50.00000;20.00000;5.59026
 59.74400;11.78083;      0.39927;100.04144;50.00000;20.00000;5.58918
 60.02100;11.78750;      0.40085;100.03623;50.00000;20.00000;5.58807
 60.29500;11.79417;      0.40226;100.04653;50.00000;20.00000;5.58698
 60.57000;11.80083;      0.40378;100.03878;50.00000;20.00000;5.58589
 60.84700;11.80750;      0.40526;100.04653;50.00000;20.00000;5.58478
 61.12600;11.81417;      0.40678;100.03623;50.00000;20.00000;5.58367
 61.40100;11.82083;      0.40833;100.04271;50.00000;20.00000;5.58258
 61.68500;11.82750;      0.40971;100.02709;50.00000;20.00000;5.58145
 61.96400;11.83417;      0.41120;100.02847;50.00000;20.00000;5.58033
 62.24700;11.84083;      0.41263;100.00648;50.00000;20.00000;5.57920
 62.52700;11.84750;      0.41397;100.00903;50.00000;20.00000;5.57809
 62.81000;11.85417;      0.41533;100.00509;50.00000;20.00000;5.57696
 63.09300;11.86083;      0.41668; 99.99861;50.00000;20.00000;5.57583
 63.37700;11.86750;      0.41821; 99.99352;50.00000;20.00000;5.57469
 63.66400;11.87417;      0.41969; 99.99988;50.00000;20.00000;5.57355
 63.94900;11.88083;      0.42114; 99.99479;50.00000;20.00000;5.57241
 64.23400;11.88750;      0.42233;100.00776;50.00000;20.00000;5.57127
 64.52400;11.89417;      0.42356;100.00382;50.00000;20.00000;5.57011
 64.81100;11.90083;      0.42481;100.00382;50.00000;20.00000;5.56897
 65.09800;11.90750;      0.42605;100.00903;50.00000;20.00000;5.56782
 65.38700;11.91417;      0.42741;100.01157;50.00000;20.00000;5.56666
 65.67700;11.92083;      0.42874;100.00776;50.00000;20.00000;5.56550
 65.97200;11.92750;      0.42992;100.01412;50.00000;20.00000;5.56432
 66.26000;11.93417;      0.43116; 99.99479;50.00000;20.00000;5.56317
 66.55400;11.94083;      0.43241;100.00903;50.00000;20.00000;5.56200
 66.84400;11.94750;      0.43369; 99.99479;50.00000;20.00000;5.56083
 67.13900;11.95417;      0.43481;100.00266;50.00000;20.00000;5.55965
 67.43400;11.96083;      0.43614;100.00394;50.00000;20.00000;5.55847
 67.72700;11.96750;      0.43740; 99.99606;50.00000;20.00000;5.55730
 68.02400;11.97417;      0.43851;100.01412;50.00000;20.00000;5.55611
 68.31700;11.98083;      0.43955;100.00509;50.00000;20.00000;5.55493
 68.61200;11.98750;      0.44066;100.01424;50.00000;20.00000;5.55375
 68.91000;11.99417;      0.44202;100.01678;50.00000;20.00000;5.55256
 69.20600;12.00083;      0.44308;100.01157;50.00000;20.00000;5.55137
 69.50500;12.00750;      0.44416;100.02836;50.00000;20.00000;5.55017
 69.80200;12.01417;      0.44517;100.01424;50.00000;20.00000;5.54898
 70.10200;12.02083;      0.44623;100.01296;50.00000;20.00000;5.54777
 70.40300;12.02750;      0.44745;100.00509;50.00000;20.00000;5.54656
 70.70200;12.03417;      0.44858;100.00127;50.00000;20.00000;5.54536
 71.00100;12.04083;      0.44966;100.00394;50.00000;20.00000;5.54416
 71.30300;12.04750;      0.45053; 99.99606;50.00000;20.00000;5.54295
 71.60400;12.05417;      0.45156; 99.99606;50.00000;20.00000;5.54174
 71.90700;12.06083;      0.45268; 99.98183;50.00000;20.00000;5.54052
 72.20900;12.06750;      0.45375; 99.99352;50.00000;20.00000;5.53931
 72.50900;12.07417;      0.45467;100.00382;50.00000;20.00000;5.53810
 72.81200;12.08083;      0.45561;100.00000;50.00000;20.00000;5.53688
 73.11800;12.08750;      0.45678;100.01030;50.00000;20.00000;5.53565
 73.42200;12.09417;      0.45778;100.00394;50.00000;20.00000;5.53443
 73.72600;12.10083;      0.45871;100.00255;50.00000;20.00000;5.53321
 74.03100;12.10750;      0.45958;100.00776;50.00000;20.00000;5.53198
