#EXPORTTYPE:                 ;DATA ALL
#FILE:                       ;PMMA_DE_6mm_50Kmin_02.ngb-ds3
#FORMAT:                     ;NETZSCH5
#FTYPE:                      ;ANSI
#IDENTITY:                   ;PMMA_DE_6mm_50Kmin
#DECIMAL:                    ;POINT
#SEPARATOR:                  ;SEMICOLON
#MTYPE:                      ;DSC
#INSTRUMENT:                 ;NETZSCH STA 449F3
#PROJECT:                    ;
#DATE/TIME:                  ;10.02.2025 15:39:57 (UTC+1)
#CORR. FILE:                 ;Correction for method PMMA_50Kmin_02
#TEMPCAL:                    ;06-01-2021 10:01
#SENSITIVITY:                ;06-01-2021 10:22
#LABORATORY:                 ;TUPO
#OPERATOR:                   ;
#REMARK:                     ;PMMA_DE_6mm_50Kmin
#SAMPLE:                     ;PMMA_DE_6mm_50Kmin
#SAMPLE MASS /mg:            ;8.3475
#MATERIAL:                   ;
#REFERENCE:                  ;-----
#REFERENCE MASS /mg:         ;0
#TYPE OF CRUCIBLE:           ;Al2O3 85 �l, open
#SAMPLE CRUCIBLE MASS /mg:   ;141.8781
#REFERENCE CRUCIBLE MASS /mg:;132.95
#DSC RANGE /�V:              ;5000
#TG RANGE /mg:               ;35000
#TAU-R:                      ;---
#CORR. CODE:                 ;020
#EXO:                        ;-1
#RANGE:                      ;30�C....700�C/0.0....50.0K/min
#SEGMENT:                    ;S1-3/3
#SEG. 1:                     ;30�C/00:10/30�C
#SEG. 2:                     ;30�C/50.0(K/min)/700�C
#SEG. 3:                     ;700�C/00:10/700�C

##Temp./�C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 30.01800; 0.00000;-6.118958e-03;100.00000;50.00000;20.00000;5.70582;1
 30.01800; 0.04000;-5.878684e-03;100.01210;50.00000;20.00000;5.70582;1
 30.02000; 0.08000;-5.878692e-03;100.00000;50.00000;20.00000;5.70581;1
 30.01900; 0.12000;-5.814616e-03;100.01605;50.00000;20.00000;5.70582;1
 30.02400; 0.16000;-5.638434e-03;100.02013;50.00000;20.00000;5.70580;1
 30.02400; 0.20000;-5.462233e-03;100.01605;50.00000;20.00000;5.70580;1
 30.02600; 0.24000;-5.173911e-03;100.01617;50.00000;20.00000;5.70579;1
 30.02600; 0.28000;-5.221966e-03;100.01617;50.00000;20.00000;5.70579;1
 30.02500; 0.32000;-5.029743e-03;100.03223;50.00000;20.00000;5.70579;1
 30.03200; 0.36000;-4.837546e-03;100.01617;50.00000;20.00000;5.70577;1
 30.03400; 0.40000;-4.581259e-03;100.01749;50.00000;20.00000;5.70576;1
 30.03100; 0.44000;-4.501158e-03;100.03354;50.00000;20.00000;5.70577;1
 30.03600; 0.48000;-4.453118e-03;100.01737;50.00000;20.00000;5.70575;1
 30.03700; 0.52000;-4.228863e-03;100.01342;50.00000;20.00000;5.70575;1
 30.03700; 0.56000;-4.244881e-03;100.00132;50.00000;20.00000;5.70575;1
 30.03500; 0.60000;-4.132747e-03;100.01737;50.00000;20.00000;5.70576;1
 30.04000; 0.64000;-4.084705e-03;100.00132;50.00000;20.00000;5.70574;1
 30.03800; 0.68000;-3.876460e-03;100.00551;50.00000;20.00000;5.70574;1
 30.04100; 0.72000;-3.668228e-03;100.01749;50.00000;20.00000;5.70573;1
 30.04300; 0.76000;-3.636196e-03;100.00144;50.00000;20.00000;5.70572;1
 30.04100; 0.80000;-3.540080e-03;100.00946;50.00000;20.00000;5.70573;1
 30.04400; 0.84000;-3.299810e-03;100.00144;50.00000;20.00000;5.70572;1
 30.04700; 0.88000;-3.363891e-03;100.00144;50.00000;20.00000;5.70571;1
 30.04600; 0.92000;-3.267777e-03;100.01605;50.00000;20.00000;5.70571;1
 30.04700; 0.96000;-3.107594e-03;100.01881;50.00000;20.00000;5.70571;1
 30.04900; 1.00000;-3.043524e-03;100.01485;50.00000;20.00000;5.70570;1
 30.04900; 1.04000;-2.947413e-03;100.00276;50.00000;20.00000;5.70570;1
 30.04900; 1.08000;-2.995469e-03;100.01078;50.00000;20.00000;5.70570;1
 30.05000; 1.12000;-2.787230e-03;100.00276;50.00000;20.00000;5.70570;1
 30.05000; 1.16000;-2.643063e-03;100.01881;50.00000;20.00000;5.70570;1
 30.05200; 1.20000;-2.819270e-03;100.01881;50.00000;20.00000;5.70569;1
 30.05100; 1.24000;-2.723157e-03;100.00671;50.00000;20.00000;5.70569;1
 30.04900; 1.28000;-2.611023e-03;100.00276;50.00000;20.00000;5.70570;1
 30.05400; 1.32000;-2.546958e-03;100.01078;50.00000;20.00000;5.70568;1
 30.05200; 1.36000;-2.402787e-03;100.00276;50.00000;20.00000;5.70569;1
 30.05400; 1.40000;-2.274642e-03;100.01881;50.00000;20.00000;5.70568;1
 30.05300; 1.44000;-2.226584e-03;100.01473;50.00000;20.00000;5.70569;1
 30.05200; 1.48000;-2.210564e-03;100.00264;50.00000;20.00000;5.70569;1
 30.05300; 1.52000;-2.274640e-03;100.00264;50.00000;20.00000;5.70569;1
 30.05400; 1.56000;-2.194549e-03; 99.99868;50.00000;20.00000;5.70568;1
 30.05500; 1.60000;-2.114457e-03;100.00276;50.00000;20.00000;5.70568;1
 30.05500; 1.64000;-2.162513e-03;100.00276;50.00000;20.00000;5.70568;1
 30.05400; 1.68000;-2.098437e-03;100.00276;50.00000;20.00000;5.70568;1
 30.05300; 1.72000;-2.130473e-03;100.00276;50.00000;20.00000;5.70569;1
 30.05400; 1.76000;-1.970288e-03; 99.98670;50.00000;20.00000;5.70568;1
 30.05400; 1.80000;-2.066400e-03; 99.99473;50.00000;20.00000;5.70568;1
 30.05200; 1.84000;-2.162509e-03; 99.99605;50.00000;20.00000;5.70569;1
 30.05200; 1.88000;-1.954267e-03;100.00407;50.00000;20.00000;5.70569;1
 30.05400; 1.92000;-2.002325e-03; 99.98802;50.00000;20.00000;5.70568;1
 30.05500; 1.96000;-1.874178e-03;100.00407;50.00000;20.00000;5.70568;1
 30.05100; 2.00000;-1.842136e-03;100.00407;50.00000;20.00000;5.70569;1
 30.04800; 2.04000;-1.858150e-03;100.00407;50.00000;20.00000;5.70570;1
 30.04800; 2.08000;-1.938243e-03;100.00407;50.00000;20.00000;5.70570;1
 30.05000; 2.12000;-1.922227e-03; 99.98802;50.00000;20.00000;5.70570;1
 30.04900; 2.16000;-1.970282e-03;100.00407;50.00000;20.00000;5.70570;1
 30.04700; 2.20000;-1.874168e-03; 99.98802;50.00000;20.00000;5.70571;1
 30.04600; 2.24000;-1.826111e-03;100.00407;50.00000;20.00000;5.70571;1
 30.04600; 2.28000;-1.697963e-03;100.00407;50.00000;20.00000;5.70571;1
 30.04600; 2.32000;-1.842129e-03; 99.98802;50.00000;20.00000;5.70571;1
 30.04600; 2.36000;-1.762037e-03; 99.98802;50.00000;20.00000;5.70571;1
 30.04200; 2.40000;-1.826106e-03; 99.98802;50.00000;20.00000;5.70573;1
 30.04300; 2.44000;-1.697959e-03; 99.98802;50.00000;20.00000;5.70572;1
 30.04300; 2.48000;-1.778052e-03; 99.99605;50.00000;20.00000;5.70572;1
 30.04100; 2.52000;-1.762031e-03;100.00407;50.00000;20.00000;5.70573;1
 30.03800; 2.56000;-1.617861e-03; 99.98802;50.00000;20.00000;5.70574;1
 30.04000; 2.60000;-1.601845e-03;100.00407;50.00000;20.00000;5.70574;1
 30.04000; 2.64000;-1.633882e-03; 99.98790;50.00000;20.00000;5.70574;1
 30.03500; 2.68000;-1.697950e-03; 99.97185;50.00000;20.00000;5.70576;1
 30.03700; 2.72000;-1.649897e-03; 99.98790;50.00000;20.00000;5.70575;1
 30.03500; 2.76000;-1.746005e-03; 99.97185;50.00000;20.00000;5.70576;1
 30.03700; 2.80000;-1.441658e-03; 99.97999;50.00000;20.00000;5.70575;1
 30.03300; 2.84000;-1.585819e-03; 99.97999;50.00000;20.00000;5.70576;1
 30.03500; 2.88000;-1.569803e-03; 99.97197;50.00000;20.00000;5.70576;1
 30.03200; 2.92000;-1.505726e-03; 99.98802;50.00000;20.00000;5.70577;1
 30.03200; 2.96000;-1.473690e-03; 99.97197;50.00000;20.00000;5.70577;1
 30.02900; 3.00000;-1.585815e-03; 99.97999;50.00000;20.00000;5.70578;1
 30.02800; 3.04000;-1.425631e-03; 99.98802;50.00000;20.00000;5.70578;1
 30.02700; 3.08000;-1.377575e-03; 99.97197;50.00000;20.00000;5.70579;1
 30.02600; 3.12000;-1.457665e-03; 99.98802;50.00000;20.00000;5.70579;1
 30.02600; 3.16000;-1.441647e-03; 99.98802;50.00000;20.00000;5.70579;1
 30.02600; 3.20000;-1.377574e-03; 99.97197;50.00000;20.00000;5.70579;1
 30.02500; 3.24000;-1.425628e-03; 99.98802;50.00000;20.00000;5.70579;1
 30.02500; 3.28000;-1.345536e-03; 99.97987;50.00000;20.00000;5.70579;1
 30.02500; 3.32000;-1.361555e-03; 99.98790;50.00000;20.00000;5.70579;1
 30.02000; 3.36000;-1.377568e-03; 99.98790;50.00000;20.00000;5.70581;1
 30.02300; 3.40000;-1.297480e-03; 99.98790;50.00000;20.00000;5.70580;1
 30.02200; 3.44000;-1.393588e-03; 99.98790;50.00000;20.00000;5.70581;1
 30.02000; 3.48000;-1.249422e-03;100.00407;50.00000;20.00000;5.70581;1
 30.02200; 3.52000;-1.217387e-03; 99.98802;50.00000;20.00000;5.70581;1
 30.02100; 3.56000;-1.201368e-03; 99.98802;50.00000;20.00000;5.70581;1
 30.02200; 3.60000;-1.169333e-03; 99.98802;50.00000;20.00000;5.70581;1
 30.02000; 3.64000;-1.201368e-03; 99.98802;50.00000;20.00000;5.70581;1
 30.02000; 3.68000;-1.105258e-03;100.00407;50.00000;20.00000;5.70581;1
 30.01900; 3.72000;-1.137294e-03;100.00407;50.00000;20.00000;5.70582;1
 30.01400; 3.76000;-1.121272e-03;100.00407;50.00000;20.00000;5.70584;1
 30.01800; 3.80000;-1.009147e-03;100.00000;50.00000;20.00000;5.70582;1
 30.01800; 3.84000;-1.041184e-03;100.00276;50.00000;20.00000;5.70582;1
 30.01600; 3.88000;-1.057201e-03; 99.99868;50.00000;20.00000;5.70583;1
 30.01400; 3.92000;-9.931266e-04; 99.99868;50.00000;20.00000;5.70584;1
 30.01400; 3.96000;-1.041181e-03;100.00671;50.00000;20.00000;5.70584;1
 30.01300; 4.00000;-8.970170e-04;100.00264;50.00000;20.00000;5.70584;1
 30.01400; 4.04000;-8.809994e-04;100.00264;50.00000;20.00000;5.70584;1
 30.01200; 4.08000;-9.610889e-04;100.00264;50.00000;20.00000;5.70584;1
 30.01100; 4.12000;-9.931246e-04;100.00276;50.00000;20.00000;5.70585;1
 30.01000; 4.16000;-1.009142e-03;100.00276;50.00000;20.00000;5.70585;1
 30.00800; 4.20000;-9.290501e-04; 99.98670;50.00000;20.00000;5.70586;1
 30.01200; 4.24000;-8.809982e-04;100.00276;50.00000;20.00000;5.70584;1
 30.01000; 4.28000;-8.649789e-04; 99.99868;50.00000;20.00000;5.70585;1
 30.01100; 4.32000;-8.970158e-04;100.00276;50.00000;20.00000;5.70585;1
 30.01300; 4.36000;-7.688714e-04; 99.98670;50.00000;20.00000;5.70584;1
 30.00800; 4.40000;-8.169231e-04; 99.97868;50.00000;20.00000;5.70586;1
 30.00800; 4.44000;-6.887783e-04; 99.97868;50.00000;20.00000;5.70586;1
 30.01300; 4.48000;-7.528533e-04; 99.97460;50.00000;20.00000;5.70584;1
 30.01000; 4.52000;-7.688699e-04; 99.97999;50.00000;20.00000;5.70585;1
 30.00900; 4.56000;-7.528512e-04; 99.99605;50.00000;20.00000;5.70586;1
 30.01000; 4.60000;-8.649786e-04; 99.99605;50.00000;20.00000;5.70585;1
 30.00800; 4.64000;-8.009050e-04; 99.99605;50.00000;20.00000;5.70586;1
 30.00700; 4.68000;-6.567417e-04; 99.99593;50.00000;20.00000;5.70586;1
 30.01100; 4.72000;-6.887797e-04; 99.99593;50.00000;20.00000;5.70585;1
 30.00600; 4.76000;-6.887774e-04; 99.99197;50.00000;20.00000;5.70587;1
 30.01200; 4.80000;-6.086895e-04; 99.99605;50.00000;20.00000;5.70584;1
 30.01000; 4.84000;-6.247068e-04; 99.99605;50.00000;20.00000;5.70585;1
 30.00900; 4.88000;-6.086882e-04; 99.99605;50.00000;20.00000;5.70586;1
 30.00900; 4.92000;-6.086882e-04; 99.99605;50.00000;20.00000;5.70586;1
 30.01100; 4.96000;-6.086891e-04; 99.98407;50.00000;20.00000;5.70585;1
 30.01100; 5.00000;-5.926709e-04; 99.97999;50.00000;20.00000;5.70585;1
 30.00800; 5.04000;-4.965611e-04; 99.99197;50.00000;20.00000;5.70586;1
 30.00900; 5.08000;-5.285977e-04;100.00407;50.00000;20.00000;5.70586;1
 30.00800; 5.12000;-6.567421e-04; 99.99605;50.00000;20.00000;5.70586;1
 30.01000; 5.16000;-3.684168e-04;100.00407;50.00000;20.00000;5.70585;1
 30.00900; 5.20000;-4.645252e-04;100.01210;50.00000;20.00000;5.70586;1
 30.01100; 5.24000;-4.164715e-04;100.00000;50.00000;20.00000;5.70585;1
 30.01100; 5.28000;-3.523989e-04; 99.99605;50.00000;20.00000;5.70585;1
 30.00900; 5.32000;-4.324890e-04; 99.99605;50.00000;20.00000;5.70586;1
 30.00800; 5.36000;-4.645249e-04; 99.99605;50.00000;20.00000;5.70586;1
 30.01100; 5.40000;-4.324896e-04; 99.99605;50.00000;20.00000;5.70585;1
 30.01000; 5.44000;-2.883262e-04; 99.99605;50.00000;20.00000;5.70585;1
 30.01000; 5.48000;-3.684168e-04; 99.98790;50.00000;20.00000;5.70585;1
 30.01400; 5.52000;-2.723088e-04; 99.97987;50.00000;20.00000;5.70584;1
 30.01200; 5.56000;-2.723084e-04; 99.99593;50.00000;20.00000;5.70584;1
 30.01200; 5.60000;-3.523992e-04; 99.99593;50.00000;20.00000;5.70584;1
 30.01100; 5.64000;-2.562901e-04;100.01210;50.00000;20.00000;5.70585;1
 30.01100; 5.68000;-2.242539e-04;100.01210;50.00000;20.00000;5.70585;1
 30.01400; 5.72000;-3.844360e-04;100.01210;50.00000;20.00000;5.70584;1
 30.01100; 5.76000;-2.562901e-04;100.01210;50.00000;20.00000;5.70585;1
 30.01200; 5.80000;-3.363810e-04;100.01210;50.00000;20.00000;5.70584;1
 30.01200; 5.84000;-4.324899e-04;100.01210;50.00000;20.00000;5.70584;1
 30.01400; 5.88000;-3.363815e-04;100.01210;50.00000;20.00000;5.70584;1
 30.01100; 5.92000;-2.883264e-04;100.01210;50.00000;20.00000;5.70585;1
 30.01100; 5.96000;-2.562901e-04;100.01210;50.00000;20.00000;5.70585;1
 30.01300; 6.00000;-2.242542e-04;100.01210;50.00000;20.00000;5.70584;1
 30.01600; 6.04000;-1.762001e-04;100.00407;50.00000;20.00000;5.70583;1
 30.01100; 6.08000;-2.082357e-04;100.00012;50.00000;20.00000;5.70585;1
 30.01200; 6.12000;-1.922177e-04;100.01210;50.00000;20.00000;5.70584;1
 30.01000; 6.16000;-2.082356e-04;100.01210;50.00000;20.00000;5.70585;1
 30.01400; 6.20000;-2.242543e-04;100.01210;50.00000;20.00000;5.70584;1
 30.01200; 6.24000;-1.601814e-04; 99.99605;50.00000;20.00000;5.70584;1
 30.01300; 6.28000;-1.281452e-04; 99.99605;50.00000;20.00000;5.70584;1
 30.01200; 6.32000;-1.601814e-04;100.00407;50.00000;20.00000;5.70584;1
 30.01100; 6.36000;-2.402720e-04; 99.99593;50.00000;20.00000;5.70585;1
 30.01500; 6.40000;-2.402726e-04;100.00803;50.00000;20.00000;5.70583;1
 30.01500; 6.44000;-8.009088e-05; 99.99197;50.00000;20.00000;5.70583;1
 30.01600; 6.48000;-1.281455e-04; 99.99605;50.00000;20.00000;5.70583;1
 30.01600; 6.52000;-2.082367e-04; 99.99209;50.00000;20.00000;5.70583;1
 30.01400; 6.56000;-3.043455e-04; 99.99605;50.00000;20.00000;5.70584;1
 30.01400; 6.60000;-1.601820e-04; 99.99605;50.00000;20.00000;5.70584;1
 30.01500; 6.64000;-1.922184e-04; 99.99605;50.00000;20.00000;5.70583;1
 30.01600; 6.68000;-1.601822e-04; 99.99605;50.00000;20.00000;5.70583;1
 30.01400; 6.72000;-1.922183e-04;100.01210;50.00000;20.00000;5.70584;1
 30.01500; 6.76000;-1.441636e-04; 99.99605;50.00000;20.00000;5.70583;1
 30.01500; 6.80000;-2.402730e-04; 99.99605;50.00000;20.00000;5.70583;1
 30.01500; 6.84000;-1.121275e-04;100.00407;50.00000;20.00000;5.70583;1
 30.01600; 6.88000;-9.610944e-05;100.01210;50.00000;20.00000;5.70583;1
 30.01600; 6.92000;-9.610944e-05; 99.99605;50.00000;20.00000;5.70583;1
 30.01500; 6.96000;-6.407302e-05; 99.97999;50.00000;20.00000;5.70583;1
 30.01400; 7.00000;-1.121275e-04; 99.98802;50.00000;20.00000;5.70584;1
 30.01300; 7.04000;-1.441637e-04; 99.99197;50.00000;20.00000;5.70584;1
 30.01500; 7.08000;-1.601821e-04; 99.97999;50.00000;20.00000;5.70583;1
 30.01400; 7.12000;-4.805450e-05; 99.97999;50.00000;20.00000;5.70584;1
 30.01400; 7.16000; 4.805450e-05; 99.97999;50.00000;20.00000;5.70584;1
 30.01400; 7.20000;-1.601817e-05; 99.99605;50.00000;20.00000;5.70584;1
 30.01600; 7.24000;-3.203637e-05; 99.99197;50.00000;20.00000;5.70583;1
 30.01400; 7.28000;-1.281456e-04; 99.99593;50.00000;20.00000;5.70584;1
 30.01600; 7.32000;-3.203637e-05; 99.99593;50.00000;20.00000;5.70583;1
 30.01400; 7.36000; 1.601817e-05; 99.99593;50.00000;20.00000;5.70584;1
 30.01400; 7.40000;-4.805450e-05; 99.99593;50.00000;20.00000;5.70584;1
 30.01300; 7.44000;-1.601815e-05; 99.99605;50.00000;20.00000;5.70584;1
 30.01200; 7.48000; 6.407258e-05; 99.99605;50.00000;20.00000;5.70584;1
 30.01500; 7.52000; 1.441639e-04; 99.99605;50.00000;20.00000;5.70583;1
 30.01100; 7.56000; 4.805440e-05; 99.99605;50.00000;20.00000;5.70585;1
 30.01300; 7.60000;-1.601815e-05; 99.99605;50.00000;20.00000;5.70584;1
 30.01400; 7.64000; 0.000000e+00; 99.98395;50.00000;20.00000;5.70584;1
 30.01100; 7.68000; 6.407253e-05; 99.98802;50.00000;20.00000;5.70585;1
 30.01400; 7.72000; 8.009114e-05; 99.99605;50.00000;20.00000;5.70584;1
 30.01400; 7.76000; 1.441635e-04; 99.98802;50.00000;20.00000;5.70584;1
 30.01400; 7.80000; 8.009083e-05; 99.99605;50.00000;20.00000;5.70584;1
 30.01300; 7.84000;-6.407262e-05; 99.99605;50.00000;20.00000;5.70584;1
 30.01200; 7.88000; 8.009103e-05; 99.99605;50.00000;20.00000;5.70584;1
 30.01000; 7.92000; 0.000000e+00; 99.99605;50.00000;20.00000;5.70585;1
 30.01000; 7.96000; 3.203656e-05;100.00000;50.00000;20.00000;5.70585;1
 30.00900; 8.00000; 4.805465e-05; 99.99605;50.00000;20.00000;5.70586;1
 30.00700; 8.04000;-1.601809e-05; 99.99605;50.00000;20.00000;5.70586;1
 30.01100; 8.08000; 1.281454e-04; 99.98802;50.00000;20.00000;5.70585;1
 30.01100; 8.12000; 0.000000e+00; 99.99605;50.00000;20.00000;5.70585;1
 30.01100; 8.16000; 1.281454e-04; 99.99605;50.00000;20.00000;5.70585;1
 30.01100; 8.20000; 6.407253e-05; 99.99605;50.00000;20.00000;5.70585;1
 30.01100; 8.24000; 1.281454e-04; 99.99605;50.00000;20.00000;5.70585;1
 30.00900; 8.28000; 0.000000e+00; 99.99605;50.00000;20.00000;5.70586;1
 30.00800; 8.32000; 6.407240e-05;100.01210;50.00000;20.00000;5.70586;1
 30.00800; 8.36000; 1.922172e-04;100.01210;50.00000;20.00000;5.70586;1
 30.01100; 8.40000; 2.242542e-04; 99.99605;50.00000;20.00000;5.70585;1
 30.00900; 8.44000; 1.121268e-04; 99.99605;50.00000;20.00000;5.70586;1
 30.00800; 8.48000; 2.402715e-04; 99.99197;50.00000;20.00000;5.70586;1
 30.01000; 8.52000; 2.242540e-04; 99.99593;50.00000;20.00000;5.70585;1
 30.01000; 8.56000; 2.242537e-04; 99.99593;50.00000;20.00000;5.70585;1
 30.00500; 8.60000; 3.043436e-04;100.01210;50.00000;20.00000;5.70587;1
 30.01100; 8.64000; 3.203630e-04; 99.99605;50.00000;20.00000;5.70585;1
 30.00800; 8.68000; 2.723077e-04; 99.99605;50.00000;20.00000;5.70586;1
 30.01100; 8.72000; 2.723083e-04;100.01210;50.00000;20.00000;5.70585;1
 30.01000; 8.76000; 2.242537e-04;100.01210;50.00000;20.00000;5.70585;1
 30.01100; 8.80000; 2.883264e-04;100.01210;50.00000;20.00000;5.70585;1
